subject,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S13,S14,S15,S16,S17,total
KN_F1,0.540785838968258,0.47964103674256586,0.5116959064327485,0.34799368773565587,0.5750391452519112,0.5554726804726805,0.6094758416186987,0.6230994471118871,0.6344984802431611,0.5496112075059444,0.7579757199322417,0.5168837054265307,0.5026667936568409,0.5591295537641513,0.4664502164502164,0.5486946174208995
LDA_F1,0.46606800766283524,0.5669424019607843,0.5014104175394498,0.37482269503546106,0.5805958884416331,0.6133084577114428,0.6122549019607844,0.5842118473895582,0.6352798186436511,0.6468253968253967,0.6778846153846154,0.50997150997151,0.5290204773705491,0.696843853820598,0.5513175344519403,0.5697838549446806
SVM_F1,0.4874749265288986,0.46772875816993464,0.4939503932244404,0.3602325581395349,0.5965547965547965,0.5808933002481389,0.6257387706855793,0.5903361344537815,0.638374643002856,0.50080407657134,0.6460668337856595,0.5394470815752461,0.5291837665298678,0.68756608866048,0.5050849963045085,0.5499624749623375
GB_F1,0.49391339869281037,0.42007722007722015,0.49543375068794715,0.3974417426545086,0.5935730935730936,0.5582315336413697,0.6164856711915535,0.6739732184552162,0.3981834425253127,0.418124379207593,0.6343178621659634,0.3945005611672278,0.5060876623376623,0.6641614876908994,0.4420382063011404,0.5137695486913013
DT_ACC,0.5060240963855421,0.5647058823529412,0.5882352941176471,0.4069767441860465,0.4883720930232558,0.7093023255813954,0.7325581395348837,0.7558139534883721,0.43820224719101125,0.5862068965517241,0.6551724137931034,0.5747126436781609,0.4827586206896552,0.5977011494252874,0.5517241379310345,0.5758977758620039
RF_ACC,0.5421686746987951,0.6470588235294118,0.6588235294117647,0.5465116279069767,0.6395348837209303,0.7325581395348837,0.7558139534883721,0.7790697674418605,0.4606741573033708,0.6551724137931034,0.7701149425287356,0.5977011494252874,0.6091954022988506,0.7931034482758621,0.6436781609195402,0.655411938285183
AB_ACC,0.6626506024096386,0.5411764705882353,0.5294117647058824,0.5232558139534884,0.627906976744186,0.6627906976744186,0.6162790697674418,0.8372093023255814,0.39325842696629215,0.41379310344827586,0.7931034482758621,0.26436781609195403,0.6551724137931034,0.632183908045977,0.4827586206896552,0.5756878956986661
KN_ACC,0.540785838968258,0.47964103674256586,0.5116959064327485,0.34799368773565587,0.5750391452519112,0.5554726804726805,0.6094758416186987,0.6230994471118871,0.6344984802431611,0.5496112075059444,0.7579757199322417,0.5168837054265307,0.5026667936568409,0.5591295537641513,0.4664502164502164,0.5486946174208995
LDA_ACC,0.5783132530120482,0.6588235294117647,0.6588235294117647,0.5930232558139535,0.7209302325581395,0.7441860465116279,0.7558139534883721,0.7325581395348837,0.7752808988764045,0.7931034482758621,0.8505747126436781,0.5977011494252874,0.6436781609195402,0.8620689655172413,0.7126436781609196,0.711834863570766
SVM_ACC,0.6506024096385542,0.6,0.6352941176470588,0.5697674418604651,0.7441860465116279,0.6976744186046512,0.7674418604651163,0.7674418604651163,0.797752808988764,0.6436781609195402,0.8045977011494253,0.6091954022988506,0.6781609195402298,0.8505747126436781,0.6781609195402298,0.6996352520182204
GB_ACC,0.6265060240963856,0.5411764705882353,0.5529411764705883,0.5581395348837209,0.7325581395348837,0.6627906976744186,0.7558139534883721,0.7558139534883721,0.5168539325842697,0.5632183908045977,0.735632183908046,0.5172413793103449,0.5977011494252874,0.7586206896551724,0.5632183908045977,0.6292150711144863
