subject,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S13,S14,S15,S16,S17,total
KN_F1,0.5167839384557651,0.36527459954233404,0.43171583850931683,0.3264052905054322,0.4238287250384025,0.5276942355889724,0.40023746200607907,0.6380265567765568,0.61555330634278,0.5610064254253637,0.6442375886524823,0.46861471861471865,0.45937630371297455,0.4879901960784314,0.4109042553191489,0.4851766293712506
LDA_F1,0.5703674374406082,0.38922019281617376,0.4033000848896435,0.43244255744255744,0.3339170506912442,0.5615942028985508,0.485084437253514,0.4286338185890258,0.5670602635178918,0.6460751237067026,0.6952201783723523,0.5344027918496004,0.4268970189701897,0.4870478983382209,0.5558366271409749,0.5011399789278167
SVM_F1,0.540001909854851,0.39781947261663286,0.42326732673267325,0.3312280701754386,0.46058259056929274,0.5162070805906422,0.4923094571651448,0.5607142857142857,0.5898821898821899,0.6807100508187464,0.6833333333333333,0.5754609929078014,0.4511029411764706,0.4906358885017421,0.4333047292143402,0.5084373546169056
GB_F1,0.5392109954029458,0.4141279153170702,0.45635775862068967,0.3035714285714286,0.37449885947328404,0.5463110667996012,0.46521189120809614,0.5385052447552447,0.3678911564625851,0.41704724145274835,0.6482582394659991,0.5668255674362768,0.3555458557641011,0.46048521771400297,0.5242401572493105,0.46520590637955894
DT_ACC,0.4939759036144578,0.4,0.43529411764705883,0.4069767441860465,0.5348837209302325,0.5465116279069767,0.5930232558139535,0.4186046511627907,0.33707865168539325,0.45977011494252873,0.632183908045977,0.5287356321839081,0.42528735632183906,0.42528735632183906,0.5517241379310345,0.4792891452462691
RF_ACC,0.6385542168674698,0.4823529411764706,0.5882352941176471,0.5348837209302325,0.4883720930232558,0.6511627906976745,0.5813953488372093,0.7441860465116279,0.39325842696629215,0.7241379310344828,0.8620689655172413,0.5977011494252874,0.5402298850574713,0.632183908045977,0.6666666666666666,0.6083592923250003
AB_ACC,0.5903614457831325,0.35294117647058826,0.5882352941176471,0.5813953488372093,0.5116279069767442,0.6976744186046512,0.6511627906976745,0.5813953488372093,0.2247191011235955,0.4367816091954023,0.7931034482758621,0.42528735632183906,0.3563218390804598,0.6091954022988506,0.5517241379310345,0.5301284416367934
KN_ACC,0.5167839384557651,0.36527459954233404,0.43171583850931683,0.3264052905054322,0.4238287250384025,0.5276942355889724,0.40023746200607907,0.6380265567765568,0.61555330634278,0.5610064254253637,0.6442375886524823,0.46861471861471865,0.45937630371297455,0.4879901960784314,0.4109042553191489,0.4851766293712506
LDA_ACC,0.6626506024096386,0.5176470588235295,0.5529411764705883,0.5813953488372093,0.5,0.6627906976744186,0.5930232558139535,0.5581395348837209,0.7078651685393258,0.7586206896551724,0.8620689655172413,0.7011494252873564,0.5402298850574713,0.6206896551724138,0.6091954022988506,0.628560457762726
SVM_ACC,0.6746987951807228,0.5058823529411764,0.6235294117647059,0.5116279069767442,0.6162790697674418,0.6046511627906976,0.6395348837209303,0.7325581395348837,0.7078651685393258,0.7816091954022989,0.8505747126436781,0.735632183908046,0.5977011494252874,0.6781609195402298,0.6551724137931034,0.6610318310619514
GB_ACC,0.6746987951807228,0.47058823529411764,0.6235294117647059,0.4418604651162791,0.5465116279069767,0.6511627906976745,0.5930232558139535,0.6976744186046512,0.4606741573033708,0.4942528735632184,0.8160919540229885,0.7011494252873564,0.4827586206896552,0.632183908045977,0.632183908045977,0.594556256489175
